관리번호,구분명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,설치연월,설치상세장소,구조용품명,담당부서명,담당부서전화번호,데이터기준일자,제공기관코드,제공기관명
가평군-50,위험표지판,경기도,가평군,,경기도 가평군 북면 도대리 389,37.957058,127.472676,1900-01,도대리 용소폭포,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-49,위험표지판,경기도,가평군,,경기도 가평군 북면 도대리 198,37.926707,127.492162,1900-01,호수유원지민박,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-48,위험표지판,경기도,가평군,,경기도 가평군 조종면 운악리 221-7,37.886172,127.354288,1900-01,애기소,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-47,위험표지판,경기도,가평군,,경기도 가평군 조종면 신상리 113-5,37.845214,127.354735,1900-01,신상교 아래,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-46,위험표지판,경기도,가평군,,경기도 가평군 조종면 현리 567-1,37.823186,127.353370,1900-01,배터유원지,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-45,위험표지판,경기도,가평군,,경기도 가평군 조종면 신상리 257,37.853826,127.347831,1900-01,용수유원지,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-44,위험표지판,경기도,가평군,,경기도 가평군 상면 덕현리 181,37.759177,127.399584,1900-01,덕현교 아래(바우유원지),위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-43,위험표지판,경기도,가평군,,경기도 가평군 상면 덕현리 산 74-1,37.754187,127.410633,1900-01,산장국민관광지,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-42,위험표지판,경기도,가평군,,경기도 가평군 상면 덕현리 639-3,37.774305,127.394275,1900-01,녹수계곡,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-41,위험표지판,경기도,가평군,,경기도 가평군 청평면 청평리 738,37.730835,127.416683,1900-01,청평교 아래,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-40,위험표지판,경기도,가평군,,경기도 가평군 청평면 대성리 586-12,37.680605,127.375037,1900-01,황새바위앞,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-39,위험표지판,경기도,가평군,,경기도 가평군 청평면 청평리 642-7,37.728542,127.408567,1900-01,청평대교 아래,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-37,위험표지판,경기도,가평군,,경기도 가평군 설악면 방일리 산106,37.612168,127.489104,1900-01,용소유원지,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-36,위험표지판,경기도,가평군,,경기도 가평군 설악면 가일리 350,37.597563,127.504299,1900-01,어비계곡(밤벌유원지),위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-35,위험표지판,경기도,가평군,,경기도 가평군 가평읍 읍내리 940-4,37.846628,127.507993,1900-01,여울펜션 다리 밑,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-34,위험표지판,경기도,가평군,,경기도 가평군 가평읍 경반리 516,37.828003,127.482534,1900-01,경반리 범소,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-32,위험표지판,경기도,가평군,,경기도 가평군 가평읍 승안리 산 60-1,37.858856,127.474784,1900-01,용추쉼터,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-31,위험표지판,경기도,가평군,,경기도 가평군 가평읍 개곡리 836-3,37.867499,127.526335,1900-01,까치유원지앞,위험표지판,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-30,인명구조함,경기도,가평군,,경기도 가평군 북면 적목리 산 198,37.991134,127.432028,1900-01,적목리 용소폭포,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-29,인명구조함,경기도,가평군,,경기도 가평군 가평읍 승안리 산 225,37.855482,127.481945,1900-01,용추계곡,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-28,인명구조함,경기도,가평군,,경기도 가평군 북면 화악리 1054-1,37.968910,127.524628,1900-01,넓은다락방 펜션,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-27,인명구조함,경기도,가평군,,경기도 가평군 북면 적목리 487,37.988629,127.439550,1900-01,토마토펜션 앞,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-26,인명구조함,경기도,가평군,경기도 가평군 북면 제령아랫말길 70,,37.887963,127.538165,1900-01,중바위유원지,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-25,인명구조함,경기도,가평군,,경기도 가평군 북면 도대리 70-111,37.903610,127.501724,1900-01,연인산온천리조트,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
가평군-24,인명구조함,경기도,가평군,,경기도 가평군 북면 도대리 167-12,37.926315,127.493291,1900-01,다리유원지앞,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
서귀인명-58,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 상효동 1463,33.30050403,126.5819542,2021-12,돈내코 계곡 데크 위(정면 입구),,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-57,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 대정읍 일과리 1939-6,33.24352694,126.2168165,2022-12,주차장 앞,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-56,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 안덕면 사계리 3530-7,33.22109555,126.2950444,2021-12,사계리 해안체육공원주차장 끝,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-55,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 성산읍 고성리 613-1,33.42853858,126.9165706,2022-12,신양항 앞 해녀탈의장 내,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-54,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 태흥리 1075-7,33.27993531,126.7380006,2018-12,태흥2리 쉼터에서 내려가는 길,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-53,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 남원리 1383-3,33.2753777,126.7124427,2022-12,일화국제연수원 앞 방파제,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-52,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 남원리 2379-3,33.27334991,126.7037146,2022-12,남원 큰엉경승지 한반도 사진촬영 장소 해안 쪽,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-51,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 보목동 1400,33.23959807,126.5921109,2022-12,소천지 정자 옆,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-50,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 376,33.24730421,126.5720828,2021-12,정모시쉼터 파고라 인근 제2지점,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-49,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 376,33.24730421,126.5720828,2021-12,정모시쉼터 파고라 인근 제1지점,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-48,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서홍동 1220,33.25363718,126.5529049,2018-12,솜반천 정자에서 북측 30m 지점,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-47,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 강정동 2692-3,33.23261206,126.490777,2018-12,강정천 동측 끝단2,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-46,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 강정동 2692-3,33.23261206,126.490777,2018-12,강정천 동측 끝단1,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-45,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 강정동 2697-1,33.23348202,126.4865544,2018-12,강정천 바다방향 다리 아래 지점,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-44,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 강정동 2669,33.23439364,126.485895,2021-12,강정교 다리 서측 지점(2),,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-43,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 강정동 5647-1,33.23373531,126.4855405,2019-12,강정교 다리 서측 지점(1),,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-42,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 대포동 2499,33.23459579,126.4329629,2018-12,중문단지축구장 주차장,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-41,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 중문동 2631,33.24471262,126.4195363,2018-12,중문천 들어가는 입구,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-40,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-8,33.24468222,126.4178523,2020-12,중문천 징검다리 건너편(예래동 구역),,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-39,인명구조함,제주특별자치도,서귀포시,제주특별자치도 서귀포시 예래해안로 256,,33.2365463,126.3887525,2018-12,논짓물 입구,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-38,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서홍동 795-1,33.24045584,126.5481647,2018-12,황우지 해안 내려가는 계단 끝,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-37,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서귀동 산 3-3,33.2361727,126.5605416,2018-12,새섬 둘레길 중간부분,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-35,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서귀동 33,33.24264759,126.5680238,2018-12,자구리 광역수원 동남쪽 10m,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-34,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서귀동 93-19,33.24438779,126.5697562,2018-12,송산동 자구리공원 담수욕장 남서쪽 10m,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-33,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 토평동 435,33.24423181,126.5849013,2018-12,검은여 해안 입구에서 동쪽 100m,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-32,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 하효동 996-1,33.25167784,126.6225648,2018-12,쇠소깍 해변 정자 앞 계단,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-31,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 신례리 72-18,33.26320412,126.6416638,2018-12,공천포구 내,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-30,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 위미리 4200-2,33.2685605,126.649685,2018-12,위미 넙빌레하우스 바다쪽 30m,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
서귀인명-29,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 태흥리 413-19,33.28346419,126.7485136,2019-12,진선수산영어조합법인 맞은편 건물 옆,,안전총괄과,,2026-01-27,6520000,제주특별자치도 서귀포시
가평군-1,인명구조함,경기도,가평군,,경기도 가평군 가평읍 개곡리 836-3,37.867499,127.526335,1900-01,까치유원지앞,구명조끼+밧줄+구명튜브+드로우백,안전재난과,031-580-4948,2026-01-06,4160000,경기도 가평군
177,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 성산읍 온평리 1112-6,33.40236362,126.9031675,2019-12,온평포구 정자 인근,,해양수산과,064-760-2764,2026-01-27,6520000,제주특별자치도 서귀포시
176,인명구조함,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 성산읍 온평리 1001-4,33.40536877,126.9044951,2019-12,온평포구 방파제,,해양수산과,064-760-2764,2026-01-27,6520000,제주특별자치도 서귀포시
